#Frame         radius     distplot         rmsf  ligand_rmsd            C           CA            O            N         SASA
    5859      21.3761       2.0096       0.0000       0.6938       1.7360       1.7773       1.8515       1.7355     157.9160
    5860      21.4552       2.0040       0.0000       0.7920       1.8177       1.8650       1.9163       1.8130     161.2555
    5861      21.4665       2.0066       0.0000       0.7019       1.7717       1.8193       1.8830       1.7685     152.0080
    5862      21.5109       2.0650       0.0000       0.7959       1.7696       1.8277       1.8805       1.7812     164.3616
    5863      21.4252       2.0673       0.0000       0.6001       1.8612       1.9144       1.9487       1.8753     167.7952
    5864      21.4680       2.1420       0.0000       0.6162       1.8147       1.8643       1.9019       1.8154     165.9636
    5865      21.4493       2.0065       0.0000       0.7929       1.6800       1.7285       1.7825       1.6753     162.1478
    5866      21.4149       2.0614       0.0000       0.6437       1.6180       1.6626       1.7367       1.6047     165.9313
    5867      21.4593       2.0472       0.0000       0.5285       1.6332       1.6795       1.7382       1.6225     171.2490
    5868      21.4018       2.2355       0.0000       0.7413       1.7986       1.8429       1.8975       1.8005     155.8586
    5869      21.4753       2.1988       0.0000       0.7412       1.7718       1.8045       1.8895       1.7644     169.4100
    5870      21.4797       2.1098       0.0000       0.6482       1.7169       1.7630       1.8516       1.7098     165.3333
    5871      21.4271       2.0683       0.0000       0.7562       1.6856       1.7290       1.7871       1.6917     166.5314
    5872      21.3622       2.1028       0.0000       0.7597       1.6519       1.7077       1.7552       1.6588     158.4119
    5873      21.4457       2.0392       0.0000       0.7294       1.6594       1.7075       1.7493       1.6605     177.6290
    5874      21.4650       2.0697       0.0000       0.6911       1.7251       1.7745       1.8285       1.7264     177.7655
    5875      21.4729       2.1249       0.0000       0.7513       1.7285       1.7787       1.8354       1.7338     179.7884
    5876      21.4388       2.1477       0.0000       0.7263       1.7215       1.7576       1.8352       1.7102     167.3191
    5877      21.5226       2.0371       0.0000       0.6406       1.6794       1.7293       1.7722       1.6839     182.2662
    5878      21.5039       2.0765       0.0000       0.7341       1.7034       1.7574       1.7940       1.7078     176.2767
    5879      21.4560       2.1247       0.0000       0.6358       1.7094       1.7592       1.8191       1.7034     166.6485
    5880      21.4756       1.9780       0.0000       0.5865       1.6196       1.6575       1.7400       1.6041     181.2289
    5881      21.4735       1.9834       0.0000       0.6598       1.6008       1.6564       1.7022       1.6028     157.7063
    5882      21.5099       2.0451       0.0000       0.7760       1.7159       1.7601       1.8375       1.7046     189.9501
    5883      21.4480       2.0814       0.0000       0.5693       1.6622       1.7105       1.7645       1.6607     177.1703
    5884      21.4368       1.9944       0.0000       0.5518       1.5809       1.6236       1.6895       1.5697     180.8180
    5885      21.4799       2.0233       0.0000       0.6999       1.6058       1.6608       1.6943       1.6109     177.8206
    5886      21.5524       2.2200       0.0000       0.6539       1.7724       1.8293       1.8586       1.7860     186.2793
    5887      21.4636       2.2955       0.0000       0.3946       1.9225       1.9710       1.9990       1.9316     164.0167
    5888      21.5197       2.2037       0.0000       0.6531       1.7996       1.8462       1.9046       1.7986     175.9928
    5889      21.4506       2.2088       0.0000       0.4982       1.7684       1.8170       1.8594       1.7649     191.3938
    5890      21.4923       2.2727       0.0000       0.4885       1.7984       1.8527       1.9002       1.8071     186.8327
    5891      21.4901       2.2764       0.0000       0.7429       1.9697       2.0175       2.0736       1.9680     188.8167
    5892      21.5213       2.2330       0.0000       0.6893       1.8280       1.8812       1.9464       1.8224     168.8941
    5893      21.5303       2.2993       0.0000       0.6254       1.8912       1.9321       2.0099       1.8886     186.2695
    5894      21.5394       2.2854       0.0000       0.7078       1.9089       1.9547       2.0176       1.9057     180.9218
    5895      21.4245       2.1049       0.0000       0.6500       1.6650       1.7080       1.8041       1.6564     185.6875
    5896      21.4105       2.1467       0.0000       0.5338       1.7344       1.7776       1.8874       1.7300     169.4997
    5897      21.3956       2.2290       0.0000       0.6511       1.8389       1.8879       1.9773       1.8368     173.0980
    5898      21.4300       2.2060       0.0000       0.6823       1.8574       1.9005       1.9844       1.8581     167.8930
    5899      21.4482       2.1606       0.0000       0.7137       1.9233       1.9626       2.0323       1.9264     165.2552
    5900      21.5133       2.0841       0.0000       0.6902       1.8093       1.8422       1.9397       1.8067     171.0006
    5901      21.4744       2.1539       0.0000       0.7031       1.7920       1.8351       1.8997       1.7916     164.2493
    5902      21.4614       2.2011       0.0000       0.6439       1.7837       1.8211       1.9058       1.7745     147.4070
    5903      21.3840       2.3216       0.0000       0.7200       1.8315       1.8758       1.9561       1.8281     182.9104
    5904      21.3735       2.3053       0.0000       0.6598       1.8078       1.8464       1.9390       1.8007     158.6977
    5905      21.3812       2.2186       0.0000       0.6803       1.7118       1.7606       1.8368       1.7190     161.9755
    5906      21.3707       2.1158       0.0000       0.4760       1.5760       1.6221       1.7106       1.5776     160.3453
    5907      21.4163       2.2021       0.0000       0.6404       1.6813       1.7108       1.8162       1.6533     181.3723
    5908      21.3609       2.2104       0.0000       0.6363       1.6771       1.7148       1.8000       1.6541     186.8339
    5909      21.4112       2.3639       0.0000       0.7963       1.8381       1.8793       1.9573       1.8220     172.4275
    5910      21.4381       2.2667       0.0000       0.6558       1.7794       1.8130       1.9211       1.7583     170.0549
    5911      21.4940       2.2593       0.0000       0.7635       1.7970       1.8311       1.9169       1.7808     181.2477
    5912      21.4274       2.2919       0.0000       0.6251       1.7596       1.7959       1.8717       1.7348     167.5677
    5913      21.3831       2.2355       0.0000       0.6911       1.8377       1.8767       1.9491       1.8270     177.1032
    5914      21.4771       2.1686       0.0000       0.6496       1.7188       1.7665       1.8270       1.7077     168.0823
    5915      21.4742       2.2880       0.0000       0.7623       1.8656       1.9197       1.9717       1.8518     158.0550
    5916      21.4158       2.2274       0.0000       0.6269       1.7822       1.8391       1.8831       1.7815     156.4138
    5917      21.5070       2.3364       0.0000       0.7190       1.9432       1.9883       2.0334       1.9318     158.2321
    5918      21.4679       2.2422       0.0000       0.7524       1.8825       1.9337       1.9759       1.8860     165.9049
    5919      21.4703       2.1645       0.0000       0.7002       1.7232       1.7755       1.8267       1.7225     137.5168
    5920      21.4753       2.1234       0.0000       0.5489       1.6846       1.7253       1.8061       1.6671     148.7835
    5921      21.4471       2.1894       0.0000       0.7622       1.7728       1.8207       1.8740       1.7731     142.1351
    5922      21.5000       2.1396       0.0000       0.5053       1.7148       1.7639       1.8130       1.7158     147.2135
    5923      21.5008       2.1512       0.0000       0.7053       1.8194       1.8643       1.9064       1.8264     150.2009
    5924      21.5914       2.2754       0.0000       0.6532       1.9663       2.0208       2.0466       1.9835     171.4502
    5925      21.6037       2.2988       0.0000       0.6432       1.9694       2.0153       2.0651       1.9642     150.8530
    5926      21.5479       2.2226       0.0000       0.7548       1.9251       1.9673       2.0373       1.9176     144.8981
    5927      21.5569       2.3336       0.0000       0.6689       2.0643       2.1126       2.1489       2.0657     159.3085
    5928      21.6795       2.4329       0.0000       0.6735       2.2086       2.2442       2.2946       2.2041     140.2605
    5929      21.5863       2.3589       0.0000       0.7591       2.0383       2.0812       2.1382       2.0259     148.4599
    5930      21.6551       2.2642       0.0000       0.7692       2.1045       2.1387       2.1889       2.0995     142.2912
    5931      21.5440       2.2601       0.0000       0.5540       2.0658       2.1164       2.1563       2.0644     168.2393
    5932      21.5928       2.1905       0.0000       0.6186       1.8972       1.9467       1.9781       1.9056     160.1384
    5933      21.5874       2.3154       0.0000       0.6379       2.0739       2.1211       2.1566       2.0709     162.9028
    5934      21.5996       2.2811       0.0000       0.6384       2.0396       2.0815       2.1321       2.0349     159.4408
    5935      21.5810       2.1844       0.0000       0.5274       1.9505       2.0086       2.0361       1.9605     154.3200
    5936      21.6336       2.3181       0.0000       0.5757       2.1422       2.1904       2.2235       2.1417     158.3640
    5937      21.5926       2.2916       0.0000       0.7571       2.0694       2.1185       2.1641       2.0601     135.7060
    5938      21.6274       2.4003       0.0000       0.7174       2.2459       2.2963       2.3297       2.2524     156.1989
    5939      21.5448       2.2849       0.0000       0.5826       2.1200       2.1606       2.2168       2.1125     158.4282
    5940      21.5480       2.3820       0.0000       0.6443       2.1485       2.2003       2.2222       2.1498     155.2216
    5941      21.5386       2.5027       0.0000       0.7319       2.2917       2.3375       2.3842       2.2847     143.7310
    5942      21.5236       2.5352       0.0000       0.7240       2.3039       2.3409       2.4023       2.2965     150.8697
    5943      21.4985       2.4361       0.0000       0.5713       2.1748       2.2211       2.2460       2.1719     160.6991
    5944      21.5775       2.4986       0.0000       0.5833       2.2719       2.3295       2.3487       2.2803     156.4311
    5945      21.5973       2.4956       0.0000       0.6406       2.2144       2.2576       2.3037       2.2187     162.0696
    5946      21.5434       2.4250       0.0000       0.7648       2.1868       2.2315       2.2810       2.1881     148.6727
    5947      21.5924       2.4983       0.0000       0.6110       2.2785       2.3144       2.3726       2.2646     152.9176
    5948      21.5197       2.4283       0.0000       0.7388       2.2063       2.2442       2.3025       2.1902     160.0223
    5949      21.6055       2.5787       0.0000       0.6914       2.4019       2.4408       2.4859       2.3914     158.6391
    5950      21.5205       2.3721       0.0000       0.7896       2.1041       2.1471       2.1892       2.1001     153.4769
    5951      21.5747       2.4049       0.0000       0.6455       2.1244       2.1678       2.2102       2.1235     154.3154
    5952      21.6199       2.3834       0.0000       0.6623       2.1719       2.2113       2.2622       2.1805     166.8901
    5953      21.6002       2.5279       0.0000       0.5911       2.3034       2.3396       2.4093       2.2859     168.5554
    5954      21.5831       2.4813       0.0000       0.6383       2.1906       2.2317       2.2912       2.1786     171.8296
    5955      21.6314       2.5489       0.0000       0.6167       2.2862       2.3316       2.3664       2.2856     169.3755
    5956      21.5684       2.4573       0.0000       0.7109       2.1903       2.2420       2.2773       2.1905     169.1152
    5957      21.5811       2.5803       0.0000       0.5475       2.3007       2.3502       2.3806       2.3023     171.7551
    5958      21.6047       2.5520       0.0000       0.6459       2.2723       2.3160       2.3611       2.2746     165.0343
    5959      21.5786       2.4809       0.0000       0.7096       2.2784       2.3247       2.3619       2.2822     163.3862
    5960      21.5114       2.4139       0.0000       0.7357       2.0558       2.1048       2.1392       2.0558     155.1794
    5961      21.5468       2.4278       0.0000       0.6801       2.0951       2.1488       2.1745       2.1021     155.8878
    5962      21.5718       2.4061       0.0000       0.6825       2.0753       2.1225       2.1634       2.0766     165.9758
    5963      21.6364       2.3752       0.0000       0.7657       2.0894       2.1414       2.1761       2.0857     162.1197
    5964      21.5843       2.3838       0.0000       0.7205       2.0862       2.1349       2.1837       2.0884     142.0491
    5965      21.5623       2.3531       0.0000       0.5568       2.0883       2.1306       2.1847       2.0788     164.3593
    5966      21.5559       2.3248       0.0000       0.6525       1.9679       2.0198       2.0685       1.9660     158.3560
    5967      21.5710       2.4747       0.0000       0.6176       2.0611       2.1056       2.1703       2.0515     168.3612
    5968      21.6091       2.4462       0.0000       0.6498       2.1165       2.1697       2.2170       2.1198     152.1531
    5969      21.5897       2.4117       0.0000       0.6427       2.1269       2.1776       2.2273       2.1227     159.0366
    5970      21.6000       2.3581       0.0000       0.7496       1.9756       2.0316       2.0698       1.9822     157.0406
    5971      21.6707       2.5212       0.0000       0.7427       2.2110       2.2674       2.2970       2.2140     146.5451
    5972      21.5785       2.4619       0.0000       0.6609       2.0629       2.1152       2.1573       2.0570     152.1808
    5973      21.6363       2.2706       0.0000       0.5513       1.9977       2.0515       2.0832       2.0005     171.9853
    5974      21.6960       2.2707       0.0000       0.7415       2.0487       2.1039       2.1275       2.0607     164.2234
    5975      21.6589       2.2967       0.0000       0.8238       2.1118       2.1580       2.2070       2.1094     160.9201
    5976      21.6938       2.3379       0.0000       0.7494       2.0375       2.0782       2.1285       2.0294     161.6439
    5977      21.6494       2.4157       0.0000       0.7687       2.1031       2.1433       2.1867       2.0963     148.3328
    5978      21.6957       2.4113       0.0000       0.5619       2.1964       2.2485       2.2682       2.2028     166.7640
    5979      21.7053       2.5787       0.0000       0.6701       2.2355       2.2932       2.3096       2.2474     157.8596
    5980      21.6634       2.5796       0.0000       0.5996       2.2638       2.3073       2.3639       2.2526     163.5435
    5981      21.6400       2.6423       0.0000       0.8009       2.2943       2.3450       2.3899       2.2873     147.8590
    5982      21.6882       2.5408       0.0000       0.6545       2.2064       2.2544       2.2973       2.2001     177.1007
    5983      21.6461       2.5778       0.0000       0.6889       2.2858       2.3308       2.3923       2.2724     171.3005
    5984      21.7023       2.6107       0.0000       0.7577       2.2509       2.2944       2.3279       2.2444     154.1936
    5985      21.6342       2.5351       0.0000       0.7076       2.1355       2.1837       2.2232       2.1323     152.2995
    5986      21.6966       2.4519       0.0000       0.6466       2.1031       2.1612       2.1854       2.1004     170.2957
    5987      21.6603       2.5752       0.0000       0.7924       2.2337       2.2917       2.3153       2.2353     168.4614
    5988      21.6620       2.7807       0.0000       0.6488       2.4094       2.4599       2.4957       2.4060     173.1126
    5989      21.6624       2.5931       0.0000       0.6541       2.3078       2.3626       2.3934       2.3112     161.6448
    5990      21.6904       2.5421       0.0000       0.7675       2.2564       2.3005       2.3396       2.2512     173.6189
    5991      21.7246       2.5022       0.0000       0.7098       2.2713       2.3226       2.3675       2.2678     160.0746
    5992      21.6711       2.4111       0.0000       0.7640       2.2582       2.3087       2.3563       2.2560     162.9945
    5993      21.7792       2.3969       0.0000       0.7068       2.2018       2.2470       2.2970       2.1922     167.5795
    5994      21.7051       2.4229       0.0000       0.7465       2.2644       2.3170       2.3379       2.2731     143.2886
    5995      21.6942       2.4747       0.0000       0.7697       2.2951       2.3464       2.3548       2.3046     152.6304
    5996      21.7516       2.3973       0.0000       0.7602       2.3142       2.3555       2.4113       2.3090     149.5416
    5997      21.8325       2.5216       0.0000       0.6828       2.4215       2.4626       2.4949       2.4127     159.3654
    5998      21.7606       2.4358       0.0000       0.6018       2.3421       2.3725       2.4448       2.3175     161.0768
    5999      21.6842       2.3644       0.0000       0.5733       2.2469       2.2964       2.3212       2.2558     166.8082
    6000      21.6887       2.4430       0.0000       0.7232       2.3075       2.3464       2.3962       2.3006     160.3274
    6001      21.6842       2.5932       0.0000       0.6433       2.4178       2.4686       2.4924       2.4193     154.5750
    6002      21.6318       2.4891       0.0000       0.7539       2.2019       2.2521       2.2918       2.2038     144.5566
    6003      21.6607       1.7220       0.0000       1.0733       1.4699       1.5003       1.5670       1.4566     156.7696
    6004      21.6356       1.7576       0.0000       1.0500       1.5478       1.5930       1.6364       1.5437     162.3252
    6005      21.6654       1.6960       0.0000       1.1210       1.5813       1.6112       1.6800       1.5722     159.5133
    6006      21.6541       1.8825       0.0000       1.0106       1.7324       1.7754       1.8194       1.7298     176.2797
    6007      21.6465       1.9600       0.0000       1.0320       1.6699       1.6962       1.7796       1.6546     159.1710
    6008      21.6816       2.0830       0.0000       0.8828       1.7189       1.7629       1.8033       1.7115     164.0975
    6009      21.6329       1.9956       0.0000       0.9622       1.6966       1.7182       1.7995       1.6788     167.1641
    6010      21.6889       2.0432       0.0000       0.9501       1.7318       1.7482       1.8549       1.6949     154.5173
    6011      21.6714       1.9581       0.0000       0.9908       1.6918       1.7200       1.7799       1.6709     171.5222
    6012      21.6239       1.9322       0.0000       1.0709       1.6488       1.6820       1.7616       1.6196     141.9034
    6013      21.6887       1.7877       0.0000       0.8625       1.5997       1.6308       1.6745       1.5833     154.1680
    6014      21.5958       1.7541       0.0000       0.8299       1.5419       1.5758       1.6560       1.5198     149.5840
    6015      21.6455       1.8561       0.0000       0.7805       1.6851       1.7167       1.7683       1.6726     160.8343
    6016      21.7758       1.8956       0.0000       0.8936       1.6776       1.6986       1.8024       1.6448     149.7557
    6017      21.7385       1.9283       0.0000       0.9070       1.7042       1.7338       1.8112       1.6842     171.5094
    6018      21.6830       1.8497       0.0000       0.8549       1.6143       1.6392       1.7144       1.5909     170.1063
    6019      21.6432       1.8506       0.0000       1.0077       1.6595       1.6815       1.7708       1.6188     155.0769
    6020      21.7166       1.9169       0.0000       0.9426       1.7532       1.7742       1.8407       1.7333     164.1150
    6021      21.7687       1.9471       0.0000       0.9346       1.8274       1.8534       1.9347       1.8030     182.7427
    6022      21.7705       2.1023       0.0000       0.9876       2.0000       2.0226       2.0845       1.9799     167.1021
    6023      21.7637       1.9769       0.0000       0.9474       1.9296       1.9523       2.0155       1.9054     173.0479
    6024      21.7366       2.0337       0.0000       0.9163       2.0236       2.0416       2.1174       2.0015     164.0683
    6025      21.7353       2.0713       0.0000       0.9971       1.9201       1.9469       2.0010       1.9007     162.2813
    6026      21.8481       2.0683       0.0000       0.8933       1.9496       1.9773       2.0192       1.9389     174.1262
    6027      21.7660       2.0362       0.0000       0.9738       1.8352       1.8644       1.9172       1.8193     173.8755
    6028      21.7254       2.0458       0.0000       0.9489       1.8119       1.8422       1.9197       1.7901     184.9798
    6029      21.7091       2.0600       0.0000       0.9023       1.8505       1.8882       1.9549       1.8307     157.3005
    6030      21.6843       2.2511       0.0000       0.8666       1.9788       2.0171       2.0717       1.9606     162.2480
    6031      21.7115       2.2460       0.0000       0.9898       1.9646       1.9915       2.0756       1.9310     164.4716
    6032      21.6926       2.2242       0.0000       0.8503       1.8711       1.9035       1.9834       1.8473     165.8595
    6033      21.8346       2.1657       0.0000       1.0263       1.9581       1.9860       2.0544       1.9374     162.7093
    6034      21.8049       2.2586       0.0000       0.9934       2.1074       2.1320       2.2230       2.0788     181.3742
    6035      21.7528       2.1153       0.0000       0.9505       1.8735       1.8980       1.9781       1.8456     161.9235
    6036      21.6967       1.9433       0.0000       0.8870       1.7266       1.7391       1.8579       1.6891     161.9683
    6037      21.7801       1.9522       0.0000       0.9241       1.7601       1.7825       1.8605       1.7272     166.1532
    6038      21.7315       1.9214       0.0000       0.8286       1.7456       1.7690       1.8669       1.7177     177.6746
    6039      21.7064       1.9516       0.0000       0.9505       1.7768       1.8183       1.8535       1.7747     163.8976
    6040      21.7368       1.8440       0.0000       0.8866       1.8452       1.8706       1.9479       1.8215     169.8524
    6041      21.6623       1.7358       0.0000       0.9784       1.5809       1.6118       1.6782       1.5653     179.4287
    6042      21.6501       1.7017       0.0000       0.8335       1.6315       1.6669       1.7099       1.6337     166.2598
    6043      21.7718       1.6988       0.0000       0.8769       1.5565       1.5905       1.6525       1.5507     162.3560
    6044      21.7309       1.6916       0.0000       0.7902       1.4734       1.5028       1.5800       1.4596     175.4177
    6045      21.7017       1.7437       0.0000       0.8916       1.4231       1.4356       1.5609       1.3859     157.9867
    6046      21.6218       1.7275       0.0000       0.7569       1.3858       1.4106       1.4938       1.3621     156.0915
    6047      21.6992       1.8836       0.0000       0.8814       1.4072       1.4397       1.4968       1.3997     161.4257
    6048      21.6475       1.9490       0.0000       0.8961       1.4742       1.5014       1.5668       1.4646     155.2409
    6049      21.6065       1.9048       0.0000       0.9828       1.5054       1.5342       1.6004       1.4877     154.5050
    6050      21.5990       2.0097       0.0000       0.9433       1.5995       1.6323       1.6967       1.5896     158.6188
    6051      21.5998       2.1441       0.0000       0.8278       1.5886       1.6279       1.6726       1.5793     160.7460
    6052      21.5978       2.1334       0.0000       0.9428       1.6289       1.6636       1.7448       1.6146     169.0995
    6053      21.4922       2.2386       0.0000       0.8813       1.7273       1.7677       1.8128       1.7331     162.0291
    6054      21.6414       2.2030       0.0000       0.9042       1.7457       1.7763       1.8215       1.7464     163.9343
    6055      21.5409       2.1901       0.0000       0.8588       1.7721       1.8086       1.8496       1.7670     158.3913
    6056      21.6094       2.1906       0.0000       0.9545       1.8812       1.9081       1.9700       1.8658     170.4833
    6057      21.5808       2.1765       0.0000       0.9518       1.8229       1.8566       1.8933       1.8221     157.8564
    6058      21.6253       2.1943       0.0000       0.8879       1.9098       1.9406       1.9871       1.9003     154.4996
    6059      21.6979       2.2347       0.0000       0.8637       1.9708       2.0118       2.0439       1.9740     161.9446
    6060      21.6142       2.1446       0.0000       0.9662       1.8307       1.8652       1.8912       1.8339     150.4037
    6061      21.5871       2.1254       0.0000       0.9042       1.7020       1.7379       1.7931       1.6965     159.5462
    6062      21.7136       2.1115       0.0000       0.8939       1.7587       1.7925       1.8482       1.7502     163.3996
    6063      21.6259       2.1612       0.0000       0.9592       1.8213       1.8394       1.9234       1.8025     155.4644
    6064      21.6002       2.2130       0.0000       1.0171       1.8668       1.8986       1.9525       1.8555     161.5535
    6065      21.6863       2.1626       0.0000       0.9947       1.7754       1.8050       1.8576       1.7633     162.5987
    6066      21.6080       2.1910       0.0000       0.9659       1.8252       1.8491       1.9184       1.8025     167.3413
    6067      21.6106       2.1966       0.0000       1.0494       1.7285       1.7543       1.8283       1.7082     142.3537
    6068      21.6949       2.2765       0.0000       1.0944       1.8670       1.8952       1.9701       1.8497     151.3390
    6069      21.7727       2.4158       0.0000       0.9848       2.1184       2.1515       2.2236       2.1004     175.9176
    6070      21.8086       2.3482       0.0000       0.9822       2.0884       2.1196       2.1694       2.0745     171.5754
    6071      21.7744       2.2924       0.0000       0.9446       1.9965       2.0300       2.0864       1.9859     188.9570
    6072      21.8365       2.1799       0.0000       0.9558       1.8373       1.8710       1.9174       1.8392     184.0471
    6073      21.7012       2.1004       0.0000       0.9271       1.7233       1.7650       1.8002       1.7228     160.7776
    6074      21.6658       2.0774       0.0000       0.8741       1.6676       1.7043       1.7526       1.6519     163.2646
    6075      21.7228       2.0736       0.0000       0.8991       1.7466       1.7742       1.8299       1.7302     151.3274
    6076      21.8386       2.1981       0.0000       0.8821       1.8882       1.9206       1.9861       1.8710     159.1392
    6077      21.7259       2.1741       0.0000       0.8988       1.8416       1.8769       1.9441       1.8287     149.9027
    6078      21.7084       1.9981       0.0000       0.9417       1.7144       1.7540       1.7972       1.7138     160.0330
    6079      21.7141       1.9925       0.0000       0.9034       1.6537       1.6874       1.7509       1.6478     153.6185
    6080      21.6636       2.0455       0.0000       1.0225       1.6767       1.7056       1.7728       1.6572     156.0739
    6081      21.6107       2.0695       0.0000       0.9742       1.6884       1.7117       1.7902       1.6685     162.3534
    6082      21.6842       2.1165       0.0000       0.9567       1.7375       1.7579       1.8414       1.7199     166.2618
    6083      21.5854       2.0595       0.0000       0.9090       1.6798       1.7029       1.7826       1.6635     164.3959
    6084      21.5686       2.1497       0.0000       1.0275       1.6942       1.7202       1.8117       1.6723     170.4199
    6085      21.5757       2.2475       0.0000       0.9057       1.7734       1.8106       1.8754       1.7603     166.6660
    6086      21.6655       2.1457       0.0000       0.9447       1.8053       1.8339       1.9052       1.7925     163.8111
    6087      21.6269       2.0246       0.0000       0.8230       1.6541       1.6856       1.7387       1.6457     166.1236
    6088      21.6677       2.0519       0.0000       0.8762       1.6742       1.7128       1.7760       1.6671     156.8229
    6089      21.6708       2.0269       0.0000       0.9432       1.5576       1.5913       1.6481       1.5563     149.9619
    6090      21.6837       2.0937       0.0000       0.9153       1.7858       1.8217       1.8748       1.7847     161.1322
    6091      21.6441       2.1403       0.0000       0.9097       1.7018       1.7275       1.7894       1.6892     161.6708
    6092      21.5664       2.1378       0.0000       0.9789       1.7781       1.8133       1.8637       1.7724     158.2627
    6093      21.5824       2.1713       0.0000       0.9264       1.8488       1.8829       1.9439       1.8294     161.0650
    6094      21.7220       2.1829       0.0000       0.9636       1.9715       1.9900       2.0800       1.9381     176.4529
    6095      21.7078       2.1995       0.0000       0.9337       2.0484       2.0771       2.1380       2.0360     177.4836
    6096      21.6959       2.0486       0.0000       0.8826       1.8224       1.8521       1.9185       1.8062     163.0103
    6097      21.6960       2.0241       0.0000       0.8796       1.7231       1.7571       1.8242       1.7107     160.5217
    6098      21.6455       2.0519       0.0000       0.8670       1.7373       1.7632       1.8273       1.7170     152.4416
    6099      21.6181       2.0848       0.0000       1.0041       1.7085       1.7282       1.7913       1.6907     139.2530
    6100      21.6429       2.1731       0.0000       0.9055       1.8013       1.8317       1.8849       1.7941     161.7107
    6101      21.5806       2.1331       0.0000       0.8912       1.7557       1.7899       1.8495       1.7427     169.2636
    6102      21.5990       2.0607       0.0000       0.8552       1.6524       1.6815       1.7616       1.6397     157.7153
    6103      21.6084       1.9817       0.0000       0.8643       1.6052       1.6338       1.6954       1.5977     173.0303
    6104      21.5584       1.9866       0.0000       0.9755       1.6015       1.6412       1.7029       1.5946     140.7671
    6105      21.6159       2.1950       0.0000       0.9039       1.8512       1.8823       1.9395       1.8394     165.4201
    6106      21.5865       2.3089       0.0000       0.8780       1.8779       1.9087       1.9691       1.8618     167.0584
    6107      21.5523       2.2551       0.0000       0.9178       1.8846       1.9096       1.9743       1.8633     164.8565
    6108      21.7128       2.3047       0.0000       0.8873       2.0227       2.0464       2.1212       2.0019     182.7914
    6109      21.6209       2.1717       0.0000       1.0088       1.8655       1.8938       1.9613       1.8437     163.6438
    6110      21.5939       2.0885       0.0000       1.0508       1.7394       1.7653       1.8362       1.7161     157.5307
    6111      21.6003       2.2098       0.0000       0.9964       1.8575       1.8852       1.9659       1.8461     166.7837
    6112      21.6021       2.1480       0.0000       0.9361       1.7884       1.8187       1.8969       1.7628     156.6696
    6113      21.5964       2.1473       0.0000       0.9032       1.6745       1.7107       1.7773       1.6532     161.9367
    6114      21.6815       2.3224       0.0000       0.9952       1.8866       1.9285       1.9640       1.8817     141.8153
    6115      21.7239       2.1609       0.0000       0.9865       1.8363       1.8724       1.9171       1.8281     156.8480
    6116      21.6022       2.0694       0.0000       0.9340       1.6058       1.6291       1.7188       1.5735     160.9926
    6117      21.5562       1.9412       0.0000       1.0096       1.4509       1.4803       1.5646       1.4357     165.4158
    6118      21.5162       1.8932       0.0000       0.8695       1.3722       1.4071       1.4838       1.3603     156.9074
    6119      21.4970       2.0849       0.0000       0.8857       1.5093       1.5513       1.6203       1.5009     162.1310
    6120      21.4889       2.1752       0.0000       0.9063       1.6091       1.6471       1.7207       1.5994     160.6834
    6121      21.6171       2.1630       0.0000       0.8325       1.6893       1.7166       1.7942       1.6741     180.8151
    6122      21.6356       2.2614       0.0000       0.9788       1.7188       1.7527       1.8151       1.7087     162.4251
    6123      21.5847       2.3681       0.0000       0.8991       1.8252       1.8516       1.9402       1.8059     171.1185
    6124      21.6095       2.2322       0.0000       0.7903       1.6972       1.7234       1.7966       1.6863     170.0377
    6125      21.5746       2.2814       0.0000       0.8914       1.6820       1.7229       1.7658       1.6790     168.0741
    6126      21.6258       2.3220       0.0000       0.8575       1.7435       1.7697       1.8542       1.7304     161.6528
    6127      21.6391       2.3758       0.0000       0.8195       1.8994       1.9373       1.9859       1.8882     157.8273
    6128      21.5429       2.1053       0.0000       1.0106       1.6431       1.6815       1.7526       1.6317     167.4212
    6129      21.6235       2.1272       0.0000       0.9034       1.7098       1.7437       1.8100       1.6891     158.6479
    6130      21.6024       2.1462       0.0000       0.9638       1.7482       1.7756       1.8469       1.7394     150.3624
    6131      21.6763       2.0731       0.0000       0.9066       1.7180       1.7515       1.8291       1.6980     166.4334
    6132      21.7493       2.0154       0.0000       0.9204       1.7057       1.7362       1.8012       1.6940     163.1813
    6133      21.6709       2.0035       0.0000       0.9360       1.6774       1.7138       1.7728       1.6689     165.1025
    6134      21.7633       2.0448       0.0000       0.9345       1.7156       1.7358       1.8198       1.6971     157.4485
    6135      21.7557       2.1362       0.0000       1.0655       1.8460       1.8666       1.9492       1.8300     154.1941
    6136      21.7585       2.1496       0.0000       0.9209       1.8870       1.9159       1.9741       1.8795     160.6913
    6137      21.6920       2.1388       0.0000       0.9237       1.8178       1.8449       1.9111       1.8022     158.7499
    6138      21.7584       2.1529       0.0000       0.8244       1.8492       1.8796       1.9386       1.8353     162.1350
    6139      21.7680       2.1601       0.0000       0.8903       1.9369       1.9540       2.0406       1.9228     152.6704
    6140      21.8027       2.1220       0.0000       0.8416       1.8865       1.9065       1.9959       1.8672     162.0180
    6141      21.6095       2.1003       0.0000       0.8780       1.8074       1.8294       1.9083       1.7949     154.2701
    6142      21.7245       2.3892       0.0000       0.9920       2.1269       2.1505       2.2223       2.1107     153.2681
